date,Qdaily
5/29/2022,178
5/30/2022,98.2
5/31/2022,70.9
6/1/2022,409
6/2/2022,1310
6/3/2022,678
6/4/2022,161
6/5/2022,76.7
6/6/2022,54.4
6/7/2022,52.8
6/8/2022,93.5
6/9/2022,212
6/10/2022,142
6/11/2022,63.4
6/12/2022,43.4
6/13/2022,40
6/14/2022,870
6/15/2022,1100
6/16/2022,835
6/17/2022,305
6/18/2022,106
6/19/2022,58.5
6/20/2022,39.2
6/21/2022,36.8
6/22/2022,38.1
6/23/2022,26.5
6/24/2022,21.1
6/25/2022,17.7
6/26/2022,15.3
6/27/2022,13.8
6/28/2022,12.7
6/29/2022,12
6/30/2022,10.1
7/1/2022,9.83
7/2/2022,9.1
7/3/2022,8.41
7/4/2022,8
7/5/2022,8.51
7/6/2022,38.2
7/7/2022,100
7/8/2022,47.5
7/9/2022,23.8
7/10/2022,15.5
7/11/2022,12
7/12/2022,10.6
7/13/2022,11.2
7/14/2022,11.2
7/15/2022,9.79
7/16/2022,11.5
7/17/2022,11.3
7/18/2022,134
7/19/2022,78.8
7/20/2022,32.1
7/21/2022,21.4
7/22/2022,19.9
7/23/2022,15.9
7/24/2022,12.7
7/25/2022,69.6
7/26/2022,36.4
7/27/2022,19.1
7/28/2022,13.4
7/29/2022,11.3
7/30/2022,10
7/31/2022,7.52
8/1/2022,6.42
8/2/2022,6.19
8/3/2022,6.25
8/4/2022,6.57
8/5/2022,5.8
8/6/2022,5.07
8/7/2022,4.42
8/8/2022,5.78
8/9/2022,38.6
8/10/2022,255
8/11/2022,108
8/12/2022,37.9
8/13/2022,21.6
8/14/2022,18.2
8/15/2022,16.6
8/16/2022,20.1
8/17/2022,15.7
8/18/2022,11.9
8/19/2022,10.4
8/20/2022,15.9
8/21/2022,78.2
8/22/2022,42.9
8/23/2022,28.2
8/24/2022,19
8/25/2022,13.5
8/26/2022,10.5
8/27/2022,8.75
8/28/2022,7.37
8/29/2022,7.45
8/30/2022,7.89
8/31/2022,7
9/1/2022,7.71
9/2/2022,7.59
9/3/2022,6.38
9/4/2022,7.59
9/5/2022,43.8
9/6/2022,24.2
9/7/2022,14.5
9/8/2022,9.93
9/9/2022,7.99
9/10/2022,6.65
9/11/2022,5.9
9/12/2022,5.21
9/13/2022,5.6
9/14/2022,5.26
9/15/2022,4.92
9/16/2022,5.39
9/17/2022,5.8
9/18/2022,5.05
9/19/2022,5.06
9/20/2022,4.76
9/21/2022,5.13
9/22/2022,4.54
9/23/2022,4.86
9/24/2022,5.61
9/25/2022,7.31
9/26/2022,8.68
9/27/2022,9.22
9/28/2022,13.9
9/29/2022,11
9/30/2022,9.94
